sub_module,layer_idx,channel,gamma_llm,gamma_vlm,abs_delta,rel_delta
k_norm,0,72,1.703125,1.7421875,0.0390625,0.0229357797652483
k_norm,0,73,1.703125,1.7578125,0.0546875,0.03211009129881859
k_norm,0,74,1.78125,1.8125,0.03125,0.017543859779834747
k_norm,0,75,1.8203125,1.8515625,0.03125,0.017167381942272186
k_norm,0,76,-0.0032958984375,-0.00439453125,0.0010986328125,0.3333333432674408
k_norm,0,77,1.453125,1.515625,0.0625,0.04301075264811516
k_norm,0,78,1.7109375,1.7421875,0.03125,0.01826483942568302
k_norm,0,79,-0.024169921875,-0.027587890625,0.00341796875,0.14141413569450378
k_norm,0,80,1.84375,1.875,0.03125,0.016949152573943138
k_norm,0,81,2.28125,2.390625,0.109375,0.04794520512223244
k_norm,0,82,1.84375,1.8828125,0.0390625,0.02118644118309021
k_norm,0,83,1.828125,1.8671875,0.0390625,0.021367521956562996
k_norm,0,84,1.671875,1.703125,0.03125,0.018691588193178177
k_norm,0,85,3.890625,3.984375,0.09375,0.024096384644508362
k_norm,0,86,1.8359375,1.875,0.0390625,0.021276595070958138
k_norm,0,87,2.03125,2.078125,0.046875,0.023076923564076424
k_norm,0,88,1.7734375,1.8125,0.0390625,0.022026430815458298
k_norm,0,89,1.84375,1.8828125,0.0390625,0.02118644118309021
k_norm,0,90,1.7890625,1.8046875,0.015625,0.008733624592423439
k_norm,0,91,2.078125,2.1875,0.109375,0.05263157933950424
k_norm,0,92,1.8515625,1.890625,0.0390625,0.02109704725444317
k_norm,0,93,1.953125,1.9921875,0.0390625,0.019999999552965164
k_norm,0,94,0.58203125,0.62109375,0.0390625,0.06711409240961075
k_norm,0,95,2.265625,2.3125,0.046875,0.02068965509533882
k_norm,0,96,2.265625,2.3125,0.046875,0.02068965509533882
k_norm,0,97,2.3125,2.359375,0.046875,0.020270269364118576
k_norm,0,98,1.8984375,1.9375,0.0390625,0.020576132461428642
k_norm,0,99,2.59375,2.625,0.03125,0.012048192322254181
k_norm,0,100,0.1650390625,0.197265625,0.0322265625,0.19526627659797668
k_norm,0,101,1.8671875,1.90625,0.0390625,0.02092050202190876
k_norm,0,102,2.015625,2.0625,0.046875,0.023255813866853714
k_norm,0,103,1.7890625,1.828125,0.0390625,0.021834060549736023
k_norm,0,104,1.796875,1.8359375,0.0390625,0.021739130839705467
k_norm,0,105,1.921875,1.9609375,0.0390625,0.020325202494859695
k_norm,0,106,1.9140625,1.953125,0.0390625,0.020408162847161293
k_norm,0,107,1.8125,1.8515625,0.0390625,0.021551724523305893
k_norm,0,108,1.8515625,1.890625,0.0390625,0.02109704725444317
k_norm,0,109,1.9296875,1.96875,0.0390625,0.02024291455745697
k_norm,0,110,1.7734375,1.8046875,0.03125,0.017621144652366638
k_norm,0,111,1.796875,1.8359375,0.0390625,0.021739130839705467
k_norm,0,112,0.91015625,0.94140625,0.03125,0.03433476388454437
k_norm,0,113,1.515625,1.546875,0.03125,0.020618556067347527
k_norm,0,114,2.078125,2.140625,0.0625,0.030075188726186752
k_norm,0,115,0.53125,0.5625,0.03125,0.05882352963089943
k_norm,0,116,1.7734375,1.8125,0.0390625,0.022026430815458298
k_norm,0,117,2.09375,2.140625,0.046875,0.02238805964589119
k_norm,0,118,2.734375,2.765625,0.03125,0.011428571306169033
k_norm,0,119,3.59375,3.609375,0.015625,0.004347825888544321
k_norm,0,120,2.140625,2.1875,0.046875,0.021897809579968452
k_norm,0,121,2.046875,2.09375,0.046875,0.022900763899087906
k_norm,0,122,2.359375,2.40625,0.046875,0.01986755058169365
k_norm,0,123,1.578125,1.625,0.046875,0.029702970758080482
k_norm,0,124,2.109375,2.140625,0.03125,0.014814814552664757
k_norm,0,125,2.09375,2.140625,0.046875,0.02238805964589119
k_norm,0,126,1.8671875,1.90625,0.0390625,0.02092050202190876
k_norm,0,127,2.015625,2.046875,0.03125,0.01550387591123581
k_norm,1,0,1.3203125,1.328125,0.0078125,0.005917159840464592
k_norm,1,1,2.3125,2.359375,0.046875,0.020270269364118576
k_norm,1,2,1.453125,1.515625,0.0625,0.04301075264811516
k_norm,1,3,0.91796875,0.94921875,0.03125,0.03404255211353302
k_norm,1,4,1.8203125,1.875,0.0546875,0.030042918398976326
k_norm,1,5,1.8671875,1.8984375,0.03125,0.016736401244997978
k_norm,1,6,0.48828125,0.498046875,0.009765625,0.019999999552965164
k_norm,1,7,0.515625,0.546875,0.03125,0.06060606241226196
k_norm,1,8,1.8828125,1.8828125,0.0,0.0
k_norm,1,9,0.146484375,0.1474609375,0.0009765625,0.006666666828095913
k_norm,1,10,2.0,2.046875,0.046875,0.0234375
k_norm,1,11,0.890625,0.90625,0.015625,0.017543859779834747
k_norm,1,12,2.03125,2.046875,0.015625,0.007692307699471712
k_norm,1,13,1.09375,1.09375,0.0,0.0
k_norm,1,14,1.765625,1.78125,0.015625,0.008849557489156723
k_norm,1,15,1.7890625,1.8046875,0.015625,0.008733624592423439
k_norm,1,16,1.5,1.515625,0.015625,0.010416666977107525
k_norm,1,17,1.8046875,1.8359375,0.03125,0.017316017299890518
k_norm,1,18,1.703125,1.7265625,0.0234375,0.013761468231678009
k_norm,1,19,1.6875,1.6953125,0.0078125,0.004629629664123058
k_norm,1,20,1.734375,1.765625,0.03125,0.018018018454313278
k_norm,1,21,1.4765625,1.5078125,0.03125,0.021164020523428917
k_norm,1,22,0.97265625,0.99609375,0.0234375,0.024096384644508362
k_norm,1,23,1.5859375,1.6015625,0.015625,0.009852216579020023
k_norm,1,24,1.5859375,1.6015625,0.015625,0.009852216579020023
k_norm,1,25,1.6875,1.703125,0.015625,0.009259259328246117
k_norm,1,26,0.255859375,0.259765625,0.00390625,0.015267175622284412
k_norm,1,27,1.8125,1.84375,0.03125,0.017241379246115685
k_norm,1,28,1.6640625,1.6796875,0.015625,0.009389671497046947
k_norm,1,29,1.6484375,1.6484375,0.0,0.0
k_norm,1,30,1.625,1.6328125,0.0078125,0.004807692486792803
k_norm,1,31,2.25,2.296875,0.046875,0.02083333395421505
k_norm,1,32,1.6796875,1.6875,0.0078125,0.004651162773370743
k_norm,1,33,0.1884765625,0.197265625,0.0087890625,0.04663212597370148
k_norm,1,34,-0.640625,-0.65625,0.015625,0.024390242993831635
k_norm,1,35,2.109375,2.125,0.015625,0.007407407276332378
k_norm,1,36,0.40234375,0.431640625,0.029296875,0.07281553745269775
k_norm,1,37,1.625,1.640625,0.015625,0.009615384973585606
k_norm,1,38,2.890625,2.9375,0.046875,0.01621621660888195
k_norm,1,39,1.796875,1.8125,0.015625,0.008695651777088642
k_norm,1,40,2.46875,2.484375,0.015625,0.006329114083200693
k_norm,1,41,1.703125,1.71875,0.015625,0.00917431153357029
k_norm,1,42,1.7265625,1.7421875,0.015625,0.009049774147570133
k_norm,1,43,1.8359375,1.84375,0.0078125,0.0042553190141916275
k_norm,1,44,1.7421875,1.75,0.0078125,0.0044843051582574844
k_norm,1,45,1.7109375,1.71875,0.0078125,0.004566209856420755
k_norm,1,46,2.59375,2.59375,0.0,0.0
k_norm,1,47,1.09375,1.1015625,0.0078125,0.0071428571827709675
k_norm,1,48,1.34375,1.3515625,0.0078125,0.0058139534667134285
k_norm,1,49,1.7578125,1.765625,0.0078125,0.004444444552063942
k_norm,1,50,10.8125,10.9375,0.125,0.011560693383216858
k_norm,1,51,1.4140625,1.421875,0.0078125,0.005524862091988325
k_norm,1,52,1.9296875,1.9375,0.0078125,0.004048583097755909
k_norm,1,53,1.78125,1.7890625,0.0078125,0.004385964944958687
k_norm,1,54,0.68359375,0.69140625,0.0078125,0.011428571306169033
k_norm,1,55,1.1640625,1.171875,0.0078125,0.00671140942722559
k_norm,1,56,2.765625,2.78125,0.015625,0.005649717524647713
k_norm,1,57,1.96875,1.9765625,0.0078125,0.003968254197388887
k_norm,1,58,1.2734375,1.28125,0.0078125,0.0061349691823124886
k_norm,1,59,1.875,1.8828125,0.0078125,0.004166666883975267
k_norm,1,60,1.8203125,1.828125,0.0078125,0.004291845485568047
k_norm,1,61,1.859375,1.8671875,0.0078125,0.004201680887490511
k_norm,1,62,1.8671875,1.8671875,0.0,0.0
k_norm,1,63,1.8046875,1.8203125,0.015625,0.008658008649945259
k_norm,1,64,2.25,2.265625,0.015625,0.0069444444961845875
k_norm,1,65,1.1484375,1.1796875,0.03125,0.027210883796215057
k_norm,1,66,0.9140625,0.95703125,0.04296875,0.04700854793190956
k_norm,1,67,1.625,1.640625,0.015625,0.009615384973585606
k_norm,1,68,0.34375,0.34765625,0.00390625,0.011363636702299118
k_norm,1,69,0.90234375,0.9765625,0.07421875,0.08225107938051224
k_norm,1,70,1.2890625,1.3046875,0.015625,0.012121211737394333
k_norm,1,71,2.0,2.03125,0.03125,0.015625
k_norm,1,72,1.875,1.921875,0.046875,0.02500000037252903
k_norm,1,73,1.34375,1.3515625,0.0078125,0.0058139534667134285
k_norm,1,74,1.25,1.25,0.0,0.0
k_norm,1,75,1.421875,1.4609375,0.0390625,0.02747252769768238
k_norm,1,76,0.7890625,0.80859375,0.01953125,0.024752475321292877
k_norm,1,77,1.859375,1.8828125,0.0234375,0.012605042196810246
k_norm,1,78,-0.023681640625,-0.02392578125,0.000244140625,0.010309278033673763
k_norm,1,79,1.4609375,1.4765625,0.015625,0.010695187374949455
k_norm,1,80,1.4921875,1.515625,0.0234375,0.015706805512309074
k_norm,1,81,1.6328125,1.640625,0.0078125,0.0047846888191998005
k_norm,1,82,0.55078125,0.56640625,0.015625,0.028368793427944183
k_norm,1,83,1.90625,1.9140625,0.0078125,0.004098360426723957
k_norm,1,84,0.2275390625,0.2275390625,0.0,0.0
k_norm,1,85,1.7109375,1.71875,0.0078125,0.004566209856420755
k_norm,1,86,2.0,2.03125,0.03125,0.015625
k_norm,1,87,1.3828125,1.3984375,0.015625,0.011299435049295425
k_norm,1,88,1.6484375,1.6640625,0.015625,0.009478673338890076
k_norm,1,89,1.8515625,1.859375,0.0078125,0.004219409078359604
k_norm,1,90,1.9375,1.9765625,0.0390625,0.02016128972172737
k_norm,1,91,0.462890625,0.486328125,0.0234375,0.050632912665605545
k_norm,1,92,1.59375,1.609375,0.015625,0.009803921915590763
k_norm,1,93,1.6484375,1.6640625,0.015625,0.009478673338890076
k_norm,1,94,1.625,1.6328125,0.0078125,0.004807692486792803
k_norm,1,95,0.1240234375,0.13671875,0.0126953125,0.10236220806837082
k_norm,1,96,1.859375,1.875,0.015625,0.008403361774981022
k_norm,1,97,2.21875,2.265625,0.046875,0.0211267601698637
k_norm,1,98,2.484375,2.53125,0.046875,0.01886792480945587
k_norm,1,99,1.3984375,1.40625,0.0078125,0.005586592014878988
k_norm,1,100,2.921875,2.96875,0.046875,0.01604278013110161
k_norm,1,101,2.078125,2.09375,0.015625,0.007518797181546688
k_norm,1,102,1.359375,1.375,0.015625,0.01149425283074379
k_norm,1,103,1.796875,1.796875,0.0,0.0
k_norm,1,104,1.984375,1.9921875,0.0078125,0.003937007859349251
k_norm,1,105,1.796875,1.8046875,0.0078125,0.004347825888544321
k_norm,1,106,1.7421875,1.75,0.0078125,0.0044843051582574844
k_norm,1,107,1.765625,1.7734375,0.0078125,0.0044247787445783615
k_norm,1,108,1.8125,1.8203125,0.0078125,0.004310344811528921
k_norm,1,109,1.9375,1.9453125,0.0078125,0.004032257944345474
k_norm,1,110,2.53125,2.53125,0.0,0.0
k_norm,1,111,2.328125,2.34375,0.015625,0.00671140942722559
k_norm,1,112,2.578125,2.59375,0.015625,0.0060606058686971664
k_norm,1,113,1.6640625,1.671875,0.0078125,0.004694835748523474
k_norm,1,114,0.71484375,0.73828125,0.0234375,0.032786883413791656
k_norm,1,115,2.25,2.25,0.0,0.0
k_norm,1,116,1.6953125,1.703125,0.0078125,0.004608294926583767
k_norm,1,117,1.96875,1.9765625,0.0078125,0.003968254197388887
k_norm,1,118,3.484375,3.5,0.015625,0.0044843051582574844
k_norm,1,119,2.5625,2.578125,0.015625,0.006097560748457909
k_norm,1,120,1.5703125,1.578125,0.0078125,0.004975124262273312
k_norm,1,121,1.6171875,1.625,0.0078125,0.004830917809158564
k_norm,1,122,2.40625,2.421875,0.015625,0.006493506487458944
k_norm,1,123,1.9375,1.9453125,0.0078125,0.004032257944345474
k_norm,1,124,2.265625,2.265625,0.0,0.0
k_norm,1,125,1.5703125,1.578125,0.0078125,0.004975124262273312
k_norm,1,126,1.8671875,1.875,0.0078125,0.0041841003112494946
k_norm,1,127,2.03125,2.03125,0.0,0.0
k_norm,2,0,1.7734375,1.7890625,0.015625,0.008810572326183319
k_norm,2,1,1.1875,1.2265625,0.0390625,0.032894738018512726
k_norm,2,2,1.3203125,1.3515625,0.03125,0.023668639361858368
k_norm,2,3,1.203125,1.2109375,0.0078125,0.006493506487458944
k_norm,2,4,-0.00145721435546875,0.000934600830078125,0.002391815185546875,1.6413612365722656
k_norm,2,5,0.71875,0.76171875,0.04296875,0.05978260934352875
k_norm,2,6,0.8671875,0.890625,0.0234375,0.027027027681469917
k_norm,2,7,0.423828125,0.443359375,0.01953125,0.04608295112848282
k_norm,2,8,1.3671875,1.375,0.0078125,0.0057142856530845165
k_norm,2,9,1.5,1.515625,0.015625,0.010416666977107525
k_norm,2,10,0.8828125,0.90625,0.0234375,0.02654867246747017
k_norm,2,11,0.05126953125,0.05908203125,0.0078125,0.15238095819950104
k_norm,2,12,0.75,0.7578125,0.0078125,0.010416666977107525
k_norm,2,13,1.1484375,1.1640625,0.015625,0.013605441898107529
k_norm,2,14,1.453125,1.46875,0.015625,0.01075268816202879
k_norm,2,15,-0.030029296875,-0.0301513671875,0.0001220703125,0.004065040498971939
k_norm,2,16,1.5390625,1.546875,0.0078125,0.005076142027974129
k_norm,2,17,2.046875,2.0625,0.015625,0.007633587811142206
k_norm,2,18,2.0625,2.078125,0.015625,0.007575757801532745
k_norm,2,19,0.00093841552734375,0.00010919570922851562,0.0008292198181152344,0.8836382031440735
k_norm,2,20,1.515625,1.5390625,0.0234375,0.015463917516171932
k_norm,2,21,1.609375,1.609375,0.0,0.0
k_norm,2,22,1.8046875,1.8203125,0.015625,0.008658008649945259
k_norm,2,23,1.7265625,1.7578125,0.03125,0.018099548295140266
k_norm,2,24,1.4375,1.4453125,0.0078125,0.005434782709926367
k_norm,2,25,1.5703125,1.578125,0.0078125,0.004975124262273312
k_norm,2,26,1.6015625,1.6171875,0.015625,0.009756097570061684
k_norm,2,27,0.546875,0.5390625,0.0078125,0.014285714365541935
k_norm,2,28,1.671875,1.6875,0.015625,0.009345794096589088
k_norm,2,29,1.25,1.2578125,0.0078125,0.0062500000931322575
k_norm,2,30,1.6640625,1.671875,0.0078125,0.004694835748523474
k_norm,2,31,1.6015625,1.6015625,0.0,0.0
k_norm,2,32,1.78125,1.796875,0.015625,0.008771929889917374
k_norm,2,33,1.75,1.765625,0.015625,0.008928571827709675
k_norm,2,34,0.345703125,0.35546875,0.009765625,0.028248587623238564
k_norm,2,35,1.8046875,1.8125,0.0078125,0.0043290043249726295
k_norm,2,36,1.703125,1.71875,0.015625,0.00917431153357029
k_norm,2,37,0.8203125,0.82421875,0.00390625,0.004761904943734407
k_norm,2,38,1.75,1.765625,0.015625,0.008928571827709675
k_norm,2,39,1.8671875,1.8828125,0.015625,0.008368200622498989
k_norm,2,40,1.75,1.765625,0.015625,0.008928571827709675
k_norm,2,41,1.484375,1.5,0.015625,0.010526316240429878
k_norm,2,42,0.474609375,0.482421875,0.0078125,0.016460904851555824
k_norm,2,43,2.078125,2.09375,0.015625,0.007518797181546688
k_norm,2,44,2.046875,2.0625,0.015625,0.007633587811142206
k_norm,2,45,1.578125,1.5859375,0.0078125,0.004950494971126318
k_norm,2,46,2.25,2.265625,0.015625,0.0069444444961845875
k_norm,2,47,1.8125,1.8203125,0.0078125,0.004310344811528921
k_norm,2,48,6.125,6.21875,0.09375,0.015306122601032257
k_norm,2,49,2.15625,2.171875,0.015625,0.007246376946568489
k_norm,2,50,2.0625,2.0625,0.0,0.0
k_norm,2,51,1.8984375,1.8984375,0.0,0.0
k_norm,2,52,1.90625,1.90625,0.0,0.0
k_norm,2,53,1.8515625,1.8515625,0.0,0.0
k_norm,2,54,2.0,2.0,0.0,0.0
k_norm,2,55,1.8359375,1.8359375,0.0,0.0
k_norm,2,56,1.90625,1.90625,0.0,0.0
k_norm,2,57,1.8046875,1.8046875,0.0,0.0
k_norm,2,58,1.875,1.875,0.0,0.0
k_norm,2,59,1.8984375,1.8984375,0.0,0.0
k_norm,2,60,1.9375,1.9375,0.0,0.0
k_norm,2,61,2.046875,2.046875,0.0,0.0
k_norm,2,62,2.0625,2.0625,0.0,0.0
k_norm,2,63,1.8046875,1.8046875,0.0,0.0
k_norm,2,64,1.0546875,1.0625,0.0078125,0.007407407276332378
k_norm,2,65,1.3671875,1.3828125,0.015625,0.011428571306169033
k_norm,2,66,1.0625,1.0859375,0.0234375,0.022058824077248573
k_norm,2,67,0.05224609375,0.0458984375,0.00634765625,0.1214953288435936
k_norm,2,68,1.109375,1.1328125,0.0234375,0.0211267601698637
k_norm,2,69,0.97265625,0.98828125,0.015625,0.01606425642967224
k_norm,2,70,1.703125,1.703125,0.0,0.0
k_norm,2,71,1.203125,1.2265625,0.0234375,0.019480518996715546
k_norm,2,72,0.0257568359375,0.02197265625,0.0037841796875,0.14691942930221558
k_norm,2,73,1.8359375,1.84375,0.0078125,0.0042553190141916275
k_norm,2,74,1.3671875,1.3828125,0.015625,0.011428571306169033
k_norm,2,75,1.09375,1.1171875,0.0234375,0.02142857201397419
k_norm,2,76,1.3515625,1.3671875,0.015625,0.011560693383216858
k_norm,2,77,1.5625,1.5703125,0.0078125,0.004999999888241291
k_norm,2,78,1.4453125,1.453125,0.0078125,0.0054054055362939835
k_norm,2,79,1.015625,1.03125,0.015625,0.015384615398943424
k_norm,2,80,1.4609375,1.484375,0.0234375,0.01604278013110161
k_norm,2,81,1.140625,1.1484375,0.0078125,0.006849315017461777
k_norm,2,82,1.953125,1.9609375,0.0078125,0.004000000189989805
k_norm,2,83,1.6953125,1.6953125,0.0,0.0
k_norm,2,84,0.7578125,0.75390625,0.00390625,0.005154639016836882
k_norm,2,85,0.10986328125,0.10205078125,0.0078125,0.07111111283302307
k_norm,2,86,1.6328125,1.6484375,0.015625,0.009569377638399601
k_norm,2,87,0.96484375,0.97265625,0.0078125,0.008097166195511818
k_norm,2,88,1.5390625,1.5546875,0.015625,0.010152284055948257
k_norm,2,89,1.65625,1.671875,0.015625,0.009433962404727936
k_norm,2,90,1.65625,1.671875,0.015625,0.009433962404727936
k_norm,2,91,1.9453125,1.9921875,0.046875,0.024096384644508362
k_norm,2,92,1.625,1.6328125,0.0078125,0.004807692486792803
k_norm,2,93,2.046875,2.078125,0.03125,0.015267175622284412
k_norm,2,94,1.6484375,1.65625,0.0078125,0.004739336669445038
k_norm,2,95,1.8984375,1.9140625,0.015625,0.008230452425777912
k_norm,2,96,1.65625,1.671875,0.015625,0.009433962404727936
k_norm,2,97,1.609375,1.625,0.015625,0.009708737954497337
k_norm,2,98,1.9140625,1.9921875,0.078125,0.040816325694322586
k_norm,2,99,2.03125,2.046875,0.015625,0.007692307699471712
k_norm,2,100,1.796875,1.8125,0.015625,0.008695651777088642
k_norm,2,101,1.7578125,1.7734375,0.015625,0.008888889104127884
k_norm,2,102,1.71875,1.734375,0.015625,0.00909090880304575
k_norm,2,103,1.703125,1.7109375,0.0078125,0.004587155766785145
k_norm,2,104,1.734375,1.75,0.015625,0.009009009227156639
k_norm,2,105,1.9921875,2.0,0.0078125,0.003921568859368563
k_norm,2,106,3.1875,3.265625,0.078125,0.02450980432331562
k_norm,2,107,1.53125,1.5390625,0.0078125,0.005102040711790323
k_norm,2,108,1.6640625,1.671875,0.0078125,0.004694835748523474
k_norm,2,109,1.9140625,1.921875,0.0078125,0.004081632476300001
k_norm,2,110,1.1796875,1.1875,0.0078125,0.0066225165501236916
k_norm,2,111,1.7578125,1.765625,0.0078125,0.004444444552063942
k_norm,2,112,1.5546875,1.5703125,0.015625,0.01005025114864111
k_norm,2,113,1.4765625,1.484375,0.0078125,0.005291005130857229
k_norm,2,114,1.46875,1.4765625,0.0078125,0.005319148767739534
k_norm,2,115,2.078125,2.078125,0.0,0.0
k_norm,2,116,1.8359375,1.8359375,0.0,0.0
k_norm,2,117,2.125,2.125,0.0,0.0
k_norm,2,118,1.953125,1.953125,0.0,0.0
k_norm,2,119,1.890625,1.890625,0.0,0.0
k_norm,2,120,1.8828125,1.8828125,0.0,0.0
k_norm,2,121,1.953125,1.953125,0.0,0.0
k_norm,2,122,1.9609375,1.9609375,0.0,0.0
k_norm,2,123,1.921875,1.921875,0.0,0.0
k_norm,2,124,2.484375,2.484375,0.0,0.0
k_norm,2,125,1.8671875,1.8671875,0.0,0.0
k_norm,2,126,1.9296875,1.9296875,0.0,0.0
k_norm,2,127,1.9765625,1.96875,0.0078125,0.003952569328248501
k_norm,3,0,2.03125,2.046875,0.015625,0.007692307699471712
k_norm,3,1,1.1796875,1.21875,0.0390625,0.03311258181929588
k_norm,3,2,1.0625,1.1171875,0.0546875,0.05147058889269829
k_norm,3,3,1.140625,1.1640625,0.0234375,0.02054794505238533
k_norm,3,4,1.0703125,1.1015625,0.03125,0.029197080060839653
k_norm,3,5,1.453125,1.484375,0.03125,0.02150537632405758
k_norm,3,6,0.0159912109375,0.01214599609375,0.00384521484375,0.24045801162719727
k_norm,3,7,0.1455078125,0.1748046875,0.029296875,0.20134228467941284
k_norm,3,8,1.859375,1.875,0.015625,0.008403361774981022
k_norm,3,9,1.25,1.25,0.0,0.0
k_norm,3,10,1.109375,1.1328125,0.0234375,0.0211267601698637
k_norm,3,11,2.734375,2.75,0.015625,0.0057142856530845165
k_norm,3,12,0.83203125,0.84375,0.01171875,0.014084506779909134
k_norm,3,13,1.3125,1.328125,0.015625,0.011904762126505375
k_norm,3,14,1.6328125,1.640625,0.0078125,0.0047846888191998005
k_norm,3,15,2.171875,2.1875,0.015625,0.007194244768470526
k_norm,3,16,1.3046875,1.3359375,0.03125,0.023952096700668335
k_norm,3,17,1.875,1.890625,0.015625,0.008333333767950535
k_norm,3,18,-0.0089111328125,-0.01458740234375,0.00567626953125,0.6369863152503967
k_norm,3,19,1.625,1.6328125,0.0078125,0.004807692486792803
k_norm,3,20,1.7109375,1.71875,0.0078125,0.004566209856420755
k_norm,3,21,1.5703125,1.5859375,0.015625,0.009950248524546623
k_norm,3,22,0.328125,0.32421875,0.00390625,0.011904762126505375
k_norm,3,23,1.9609375,1.984375,0.0234375,0.011952191591262817
k_norm,3,24,1.53125,1.5546875,0.0234375,0.015306122601032257
k_norm,3,25,1.7421875,1.7578125,0.015625,0.008968610316514969
k_norm,3,26,0.56640625,0.56640625,0.0,0.0
k_norm,3,27,1.734375,1.75,0.015625,0.009009009227156639
k_norm,3,28,1.7265625,1.7421875,0.015625,0.009049774147570133
k_norm,3,29,1.7578125,1.7734375,0.015625,0.008888889104127884
k_norm,3,30,0.314453125,0.30859375,0.005859375,0.018633540719747543
k_norm,3,31,1.859375,1.890625,0.03125,0.016806723549962044
k_norm,3,32,1.9296875,1.9609375,0.03125,0.016194332391023636
k_norm,3,33,2.15625,2.203125,0.046875,0.021739130839705467
k_norm,3,34,1.9921875,2.03125,0.0390625,0.019607843831181526
k_norm,3,35,1.8515625,1.875,0.0234375,0.012658228166401386
k_norm,3,36,1.859375,1.8984375,0.0390625,0.021008403971791267
k_norm,3,37,1.96875,1.9921875,0.0234375,0.011904762126505375
k_norm,3,38,2.015625,2.046875,0.03125,0.01550387591123581
k_norm,3,39,2.015625,2.046875,0.03125,0.01550387591123581
k_norm,3,40,3.390625,3.46875,0.078125,0.02304147556424141
k_norm,3,41,2.078125,2.109375,0.03125,0.015037594363093376
k_norm,3,42,2.1875,2.203125,0.015625,0.0071428571827709675
k_norm,3,43,1.8984375,1.9140625,0.015625,0.008230452425777912
k_norm,3,44,2.03125,2.046875,0.015625,0.007692307699471712
k_norm,3,45,1.4296875,1.4375,0.0078125,0.005464480724185705
k_norm,3,46,2.1875,2.1875,0.0,0.0
k_norm,3,47,3.828125,3.875,0.046875,0.01224489789456129
k_norm,3,48,2.21875,2.21875,0.0,0.0
k_norm,3,49,2.203125,2.203125,0.0,0.0
k_norm,3,50,2.3125,2.3125,0.0,0.0
k_norm,3,51,2.0625,2.0625,0.0,0.0
k_norm,3,52,2.046875,2.03125,0.015625,0.007633587811142206
k_norm,3,53,2.40625,2.40625,0.0,0.0
k_norm,3,54,2.078125,2.078125,0.0,0.0
k_norm,3,55,1.9765625,1.96875,0.0078125,0.003952569328248501
k_norm,3,56,2.0625,2.0625,0.0,0.0
k_norm,3,57,2.046875,2.046875,0.0,0.0
k_norm,3,58,2.1875,2.1875,0.0,0.0
k_norm,3,59,2.09375,2.09375,0.0,0.0
k_norm,3,60,2.078125,2.078125,0.0,0.0
k_norm,3,61,2.296875,2.296875,0.0,0.0
k_norm,3,62,2.5,2.5,0.0,0.0
k_norm,3,63,1.953125,1.953125,0.0,0.0
k_norm,3,64,1.328125,1.34375,0.015625,0.0117647061124444
k_norm,3,65,1.7421875,1.78125,0.0390625,0.022421523928642273
k_norm,3,66,1.859375,1.9140625,0.0546875,0.029411764815449715
k_norm,3,67,1.953125,1.953125,0.0,0.0
k_norm,3,68,1.8359375,1.875,0.0390625,0.021276595070958138
k_norm,3,69,1.8984375,1.953125,0.0546875,0.02880658395588398
k_norm,3,70,1.234375,1.25,0.015625,0.012658228166401386
k_norm,3,71,1.796875,1.8125,0.015625,0.008695651777088642
k_norm,3,72,0.9453125,0.98046875,0.03515625,0.03719008341431618
k_norm,3,73,1.1640625,1.171875,0.0078125,0.00671140942722559
k_norm,3,74,2.0,2.03125,0.03125,0.015625
k_norm,3,75,1.453125,1.4765625,0.0234375,0.016129031777381897
k_norm,3,76,1.7890625,1.796875,0.0078125,0.0043668122962117195
k_norm,3,77,1.734375,1.75,0.015625,0.009009009227156639
k_norm,3,78,0.9921875,1.015625,0.0234375,0.023622047156095505
k_norm,3,79,0.04736328125,0.033935546875,0.013427734375,0.2835051417350769
k_norm,3,80,1.390625,1.40625,0.015625,0.01123595517128706
k_norm,3,81,0.053466796875,0.05224609375,0.001220703125,0.02283105067908764
k_norm,3,82,1.5390625,1.546875,0.0078125,0.005076142027974129
k_norm,3,83,1.4296875,1.453125,0.0234375,0.016393441706895828
k_norm,3,84,1.1796875,1.1953125,0.015625,0.013245033100247383
k_norm,3,85,1.8125,1.828125,0.015625,0.008620689623057842
k_norm,3,86,1.7734375,1.796875,0.0234375,0.013215859420597553
k_norm,3,87,1.8515625,1.8671875,0.015625,0.008438818156719208
k_norm,3,88,1.7578125,1.7578125,0.0,0.0
k_norm,3,89,1.828125,1.84375,0.015625,0.008547008968889713
k_norm,3,90,2.15625,2.1875,0.03125,0.014492753893136978
k_norm,3,91,1.859375,1.875,0.015625,0.008403361774981022
k_norm,3,92,1.84375,1.859375,0.015625,0.008474576286971569
k_norm,3,93,1.8671875,1.8828125,0.015625,0.008368200622498989
k_norm,3,94,2.0625,2.109375,0.046875,0.022727273404598236
k_norm,3,95,1.8671875,1.8984375,0.03125,0.016736401244997978
k_norm,3,96,1.8046875,1.8203125,0.015625,0.008658008649945259
k_norm,3,97,1.671875,1.6953125,0.0234375,0.014018691144883633
k_norm,3,98,1.8828125,1.921875,0.0390625,0.02074688859283924
k_norm,3,99,1.8203125,1.8515625,0.03125,0.017167381942272186
k_norm,3,100,1.96875,2.0,0.03125,0.01587301678955555
k_norm,3,101,1.90625,1.953125,0.046875,0.02459016442298889
k_norm,3,102,2.03125,2.0625,0.03125,0.015384615398943424
k_norm,3,103,2.015625,2.046875,0.03125,0.01550387591123581
